FREQ,REF_AREA,UNIT_MEASURE,UNIT_MULT,TIME_FORMAT,COMPILATION,DECIMALS,SOURCE_REF,SUPP_INFO_BREAKS,TITLE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1950-03,4,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1950-04,4,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1950-05,4,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1950-06,4,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1950-07,4,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1950-08,4,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1950-09,4,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1950-10,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1950-11,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1950-12,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1951-01,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1951-02,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1951-03,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1951-04,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1951-05,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1951-06,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1951-07,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1951-08,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1951-09,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1951-10,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1951-11,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1951-12,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1952-01,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1952-02,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1952-03,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1952-04,6,A,F,
M,DE,368,0,,From 1 Jan 1999 onwards: the series is discontinued as Germany joined the euro area; from 1 Jan 1985 to 31 Dec 1998: repo rate; from 1 Jan 1979 to 31 Dec 1984: Lombard rate; prior to 31 Dec 1978: discount rate.,4,"Deutsche Bundesbank, Bank for International Settlements","Until the end of 1998, the refinancing policy of the Deutsche Bundesbank was essentially based on discount and marginal lending (Lombard) operations as well as on open market operations in the form of repurchase (repo) transactions. Because of changes overtime in the relevance of these types of credit for steering money market rates, the series features several policy rates across time.", Central bank policy rates - Germany - Monthly - End of period,1952-05,5,A,F,
